Step,AgentsRemaining,ConflictCount,VolunteerActions,ObstaclesRemaining,AvgDFF,AvgAFF
1,149,16,3,77,0.1208,0.0000
2,147,24,0,77,0.0225,0.0000
3,147,16,0,77,0.0048,0.0000
4,147,10,0,77,0.0010,0.0000
5,147,21,0,77,0.0002,0.0000
6,146,24,3,74,0.0000,0.0000
7,144,21,0,74,0.0000,0.0000
8,142,24,0,74,0.0000,0.0000
9,142,23,0,74,0.0000,0.0000
10,138,27,0,74,0.0000,0.0000
11,136,29,0,74,0.0000,0.0000
12,134,24,1,73,0.0000,0.0155
13,131,23,1,72,0.0000,0.0116
14,126,21,1,71,0.0000,0.0000
15,124,25,0,71,0.0000,0.0000
16,120,22,0,71,0.0000,0.0000
17,118,23,0,71,0.0000,0.0000
18,112,21,2,69,0.0000,0.0069
19,105,18,0,69,0.0000,0.0050
20,100,16,1,68,0.0000,0.0000
21,92,18,0,68,0.0000,0.0000
22,88,16,0,68,0.0000,0.0000
23,84,14,0,68,0.0000,0.0000
24,80,17,1,67,0.0000,0.0256
25,75,14,1,66,0.0000,0.0158
26,68,12,0,66,0.0000,0.0000
27,64,14,0,66,0.0000,0.0000
28,60,8,0,66,0.0000,0.0000
29,58,11,0,66,0.0000,0.0000
30,53,9,0,66,0.0000,0.0453
31,49,9,1,65,0.0000,0.0262
32,45,6,0,65,0.0000,0.0286
33,42,6,1,64,0.0000,0.0257
34,39,6,0,64,0.0000,0.0289
35,35,6,0,64,0.0000,0.0325
36,34,5,1,63,0.0000,0.0492
37,33,5,0,63,0.0000,0.0236
38,30,5,0,63,0.0000,0.0219
39,28,3,0,63,0.0000,0.0235
40,25,4,0,63,0.0000,0.0234
41,22,1,0,63,0.0000,0.0175
42,20,4,0,63,0.0000,0.0251
43,18,2,1,62,0.0000,0.0117
44,17,1,0,62,0.0000,0.0118
45,17,1,1,61,0.0000,0.0000
46,14,0,0,61,0.0000,0.0000
47,13,1,0,61,0.0000,0.0000
48,12,0,0,61,0.0000,0.0699
49,12,1,0,61,0.0000,0.0699
50,12,0,1,60,0.0000,0.0389
51,12,0,2,58,0.0000,0.0000
52,11,0,0,58,0.0000,0.0000
53,9,1,0,58,0.0000,0.0000
54,9,1,1,57,0.0000,0.0593
55,9,0,0,57,0.0000,0.0444
56,6,0,1,56,0.0000,0.0333
57,6,0,1,55,0.0000,0.0000
58,2,0,0,55,0.0000,0.0000
59,2,0,0,55,0.0000,0.0000
60,1,0,0,55,0.0000,0.2000
61,1,0,0,55,0.0000,0.2000
62,1,0,0,55,0.0000,0.2000
63,1,0,1,54,0.0000,0.0000
64,1,0,0,54,0.0000,0.0000
65,1,0,0,54,0.0000,0.0000
66,1,0,0,54,0.0000,0.2000
67,1,0,0,54,0.0000,0.2000
68,1,0,1,53,0.0000,0.0000
69,1,0,0,53,0.0000,0.0000
70,1,0,0,53,0.0000,0.0000
71,1,0,0,53,0.0000,0.0000
72,1,0,0,53,0.0000,0.2000
73,1,0,0,53,0.0000,0.2000
74,1,0,1,52,0.0000,0.0000
75,1,0,0,52,0.0000,0.0000
76,1,0,0,52,0.0000,0.0000
77,1,0,0,52,0.0000,0.0000
78,1,0,0,52,0.0000,0.0000
79,1,0,0,52,0.0000,0.0000
80,1,0,0,52,0.0000,0.0000
81,1,0,0,52,0.0000,0.0000
82,1,0,0,52,0.0000,0.0000
83,1,0,0,52,0.0000,0.0000
84,1,0,0,52,0.0000,0.0000
85,1,0,0,52,0.0000,0.0000
86,1,0,0,52,0.0000,0.0000
87,1,0,0,52,0.0000,0.0000
88,1,0,0,52,0.0000,0.0000
89,1,0,0,52,0.0000,0.0000
90,1,0,0,52,0.0000,0.0000
91,1,0,0,52,0.0000,0.0000
92,1,0,0,52,0.0000,0.0000
93,1,0,0,52,0.0000,0.0000
94,1,0,0,52,0.0000,0.0000
95,1,0,0,52,0.0000,0.0000
96,1,0,0,52,0.0000,0.0000
97,1,0,0,52,0.0000,0.0000
98,1,0,0,52,0.0000,0.0000
99,1,0,0,52,0.0000,0.0000
100,1,0,0,52,0.0000,0.0000
101,1,0,0,52,0.0000,0.0000
102,1,0,0,52,0.0000,0.2000
103,1,0,0,52,0.0000,0.2000
104,1,0,0,52,0.0000,0.2000
105,1,0,1,51,0.0000,0.0000
106,1,0,0,51,0.0000,0.0000
107,1,0,0,51,0.0000,0.0000
108,1,0,0,51,0.0000,0.2000
109,1,0,0,51,0.0000,0.2000
110,1,0,1,50,0.0000,0.0000
111,1,0,0,50,0.0000,0.0000
112,1,0,0,50,0.0000,0.0000
113,1,0,0,50,0.0000,0.0000
114,1,0,0,50,0.0000,0.0000
115,1,0,0,50,0.0000,0.0000
116,1,0,0,50,0.0000,0.0000
117,1,0,0,50,0.0000,0.0000
118,1,0,0,50,0.0000,0.0000
119,1,0,0,50,0.0000,0.0000
120,1,0,0,50,0.0000,0.0000
121,1,0,0,50,0.0000,0.0000
122,1,0,0,50,0.0000,0.0000
123,1,0,0,50,0.0000,0.0000
124,1,0,0,50,0.0000,0.0000
125,0,0,0,50,0.0000,0.0000
1,147,15,2,78,0.1216,0.0051
2,145,19,0,78,0.0229,0.0051
3,145,20,1,77,0.0047,0.0000
4,145,20,0,77,0.0010,0.0000
5,145,21,0,77,0.0002,0.0000
6,144,26,3,74,0.0000,0.0000
7,142,25,0,74,0.0000,0.0000
8,140,26,0,74,0.0000,0.0000
9,138,19,0,74,0.0000,0.0000
10,138,22,0,74,0.0000,0.0000
11,133,20,0,74,0.0000,0.0000
12,132,22,1,73,0.0000,0.0070
13,130,23,1,72,0.0000,0.0015
14,122,26,1,71,0.0000,0.0000
15,117,22,0,71,0.0000,0.0000
16,114,22,0,71,0.0000,0.0000
17,107,22,0,71,0.0000,0.0000
18,102,16,2,69,0.0000,0.0075
19,95,17,0,69,0.0000,0.0049
20,88,11,0,69,0.0000,0.0029
21,82,16,1,68,0.0000,0.0000
22,76,12,0,68,0.0000,0.0000
23,71,15,0,68,0.0000,0.0000
24,66,6,1,67,0.0000,0.0166
25,60,13,0,67,0.0000,0.0119
26,57,8,1,66,0.0000,0.0035
27,54,6,1,65,0.0000,0.0000
28,49,10,0,65,0.0000,0.0000
29,45,5,0,65,0.0000,0.0000
30,39,5,0,65,0.0000,0.0363
31,35,2,2,63,0.0000,0.0129
32,32,5,0,63,0.0000,0.0136
33,29,4,1,62,0.0000,0.0000
34,24,3,0,62,0.0000,0.0000
35,20,3,0,62,0.0000,0.0000
36,18,2,0,62,0.0000,0.0325
37,15,1,1,61,0.0000,0.0212
38,13,1,0,61,0.0000,0.0154
39,10,0,1,60,0.0000,0.0000
40,8,0,0,60,0.0000,0.0000
41,7,0,0,60,0.0000,0.0000
42,7,1,2,58,0.0000,0.0286
43,6,0,1,57,0.0000,0.0000
44,6,0,0,57,0.0000,0.0000
45,5,0,0,57,0.0000,0.0000
46,3,0,0,57,0.0000,0.0000
47,3,0,0,57,0.0000,0.0000
48,3,0,0,57,0.0000,0.0667
49,3,0,0,57,0.0000,0.0667
50,3,0,1,56,0.0000,0.0000
51,3,0,0,56,0.0000,0.0000
52,3,0,0,56,0.0000,0.0000
53,3,0,0,56,0.0000,0.0000
54,2,0,0,56,0.0000,0.0000
55,2,0,0,56,0.0000,0.0000
56,1,0,0,56,0.0000,0.0000
57,1,0,0,56,0.0000,0.0000
58,0,0,0,56,0.0000,0.0000
1,146,20,1,79,0.1164,0.0086
2,145,13,1,78,0.0234,0.0034
3,145,15,1,77,0.0050,0.0000
4,145,18,0,77,0.0011,0.0000
5,143,17,0,77,0.0002,0.0000
6,141,15,1,76,0.0000,0.0089
7,141,24,1,75,0.0000,0.0024
8,140,20,1,74,0.0000,0.0000
9,137,12,0,74,0.0000,0.0000
10,135,22,0,74,0.0000,0.0000
11,130,19,0,74,0.0000,0.0000
12,126,20,1,73,0.0000,0.0133
13,124,23,0,73,0.0000,0.0150
14,121,23,1,72,0.0000,0.0099
15,118,20,0,72,0.0000,0.0074
16,112,25,1,71,0.0000,0.0000
17,110,23,0,71,0.0000,0.0000
18,105,20,0,71,0.0000,0.0175
19,99,19,3,68,0.0000,0.0000
20,93,17,0,68,0.0000,0.0000
21,87,20,0,68,0.0000,0.0000
22,83,15,0,68,0.0000,0.0000
23,77,16,0,68,0.0000,0.0000
24,74,18,1,67,0.0000,0.0180
25,73,13,0,67,0.0000,0.0177
26,68,16,2,65,0.0000,0.0000
27,64,9,0,65,0.0000,0.0000
28,59,7,0,65,0.0000,0.0000
29,54,11,0,65,0.0000,0.0000
30,51,7,0,65,0.0000,0.0248
31,46,4,1,64,0.0000,0.0109
32,42,6,0,64,0.0000,0.0095
33,40,7,2,62,0.0000,0.0000
34,38,7,0,62,0.0000,0.0000
