RunID,AgentID,EvacuationStep,EvacuationTime
run001,-1731330,2,0.60
run001,-1730336,3,0.90
run001,-1731414,3,0.90
run001,-1731008,7,2.17
run001,-1731050,8,2.40
run001,-1732002,8,2.40
run001,-1730154,9,2.71
run001,-1731386,9,2.71
run001,-1731274,11,3.31
run001,-1731372,11,3.31
run001,-1731764,11,3.31
run001,-1731834,11,3.31
run001,-1730728,12,3.61
run001,-1730770,12,3.61
run001,-1731806,13,3.90
run001,-1731918,13,3.90
run001,-1730686,14,4.20
run001,-1730840,14,4.20
run001,-1731862,14,4.20
run001,-1730378,15,4.51
run001,-1730644,15,4.51
run001,-1731176,15,4.51
run001,-1731442,15,4.51
run001,-1731666,15,4.51
run001,-1730910,16,4.80
run001,-1731288,16,4.80
run001,-1730252,17,5.10
run001,-1730280,17,5.10
run001,-1731246,17,5.10
run001,-1731344,17,5.10
run001,-1730714,18,5.40
run001,-1732030,18,5.40
run001,-1731022,19,5.70
run001,-1731106,19,5.70
run001,-1731162,19,5.70
run001,-1731302,19,5.70
run001,-1731428,19,5.70
run001,-1731792,19,5.70
run001,-1730042,20,6.00
run001,-1730084,20,6.00
run001,-1730182,20,6.00
run001,-1730560,20,6.00
run001,-1730700,20,6.00
run001,-1731778,20,6.00
run001,-1731946,20,6.00
run001,-1730056,21,6.31
run001,-1730070,21,6.31
run001,-1730994,21,6.31
run001,-1731456,21,6.31
run001,-1731988,21,6.31
run001,-1730112,22,6.60
run001,-1730826,22,6.60
run001,-1731092,22,6.60
run001,-1731358,22,6.60
run001,-1731512,22,6.60
run001,-1731540,22,6.60
run001,-1731582,22,6.60
run001,-1731694,22,6.60
run001,-1729972,23,6.97
run001,-1730504,23,6.97
run001,-1730532,23,6.97
run001,-1731484,23,6.97
run001,-1730210,24,7.21
run001,-1730756,24,7.21
run001,-1731498,24,7.21
run001,-1731610,24,7.21
run001,-1730924,25,7.50
run001,-1731078,25,7.50
run001,-1731120,25,7.50
run001,-1731960,25,7.50
run001,-1730364,26,7.80
