RunID,AgentID,EvacuationStep,EvacuationTime
run001,-1797342,7,2.10
run001,-1798448,7,2.10
run001,-1798028,8,2.41
run001,-1798518,8,2.41
run001,-1797440,9,2.70
run001,-1796824,10,3.01
run001,-1797090,10,3.01
run001,-1797650,10,3.01
run001,-1798070,10,3.01
run001,-1798616,10,3.01
run001,-1798462,11,3.30
run001,-1798728,11,3.30
run001,-1798378,12,3.60
run001,-1798406,12,3.60
run001,-1797202,13,3.90
run001,-1797286,13,3.90
run001,-1797762,13,3.90
run001,-1798126,13,3.90
run001,-1798238,13,3.90
run001,-1797692,14,4.20
run001,-1797944,14,4.20
run001,-1798476,14,4.20
run001,-1798532,14,4.20
run001,-1798770,14,4.20
run001,-1796796,15,4.50
run001,-1798224,15,4.50
run001,-1797160,16,4.80
run001,-1797272,16,4.80
run001,-1797300,16,4.80
run001,-1798560,16,4.80
run001,-1798686,16,4.80
run001,-1796908,17,5.10
run001,-1797636,17,5.10
run001,-1798350,17,5.10
run001,-1798644,17,5.10
run001,-1797454,18,5.41
run001,-1798280,18,5.41
run001,-1798392,18,5.41
run001,-1797930,19,5.70
run001,-1798084,19,5.70
run001,-1798182,19,5.70
run001,-1797020,20,6.00
run001,-1797258,21,6.30
run001,-1797888,21,6.30
run001,-1796866,22,6.60
run001,-1798840,22,6.60
run001,-1798868,22,6.60
run001,-1797314,23,6.90
run001,-1797524,23,6.90
run001,-1798196,23,6.90
run001,-1798210,23,6.90
run001,-1798294,23,6.90
run001,-1798420,23,6.90
run001,-1796964,24,7.21
run001,-1797356,24,7.21
run001,-1797972,24,7.21
run001,-1798140,24,7.21
run001,-1798266,24,7.21
run001,-1798364,24,7.21
run001,-1798714,24,7.21
run001,-1796950,25,7.50
run001,-1797664,25,7.50
run001,-1797776,25,7.50
run001,-1797818,25,7.50
run001,-1798168,25,7.50
run001,-1796936,26,7.80
run001,-1797104,26,7.80
run001,-1797832,26,7.80
run001,-1797958,26,7.80
run001,-1796838,27,8.10
run001,-1796852,27,8.10
run001,-1797580,27,8.10
run001,-1797790,27,8.10
run001,-1797076,28,8.40
run001,-1797496,28,8.40
run001,-1798098,28,8.40
run001,-1798154,28,8.40
run001,-1797370,29,8.71
run001,-1798000,29,8.71
run001,-1798546,29,8.71
run001,-1798252,30,9.00
run001,-1798322,30,9.00
run001,-1798434,30,9.00
run001,-1798588,30,9.00
run001,-1796922,31,9.30
run001,-1797006,31,9.30
run001,-1797118,31,9.30
run001,-1797846,31,9.30
run001,-1798742,31,9.30
run001,-1797216,32,9.60
run001,-1797916,32,9.60
run001,-1798490,32,9.60
run001,-1797398,33,9.90
run001,-1797804,33,9.90
run001,-1798672,33,9.90
run001,-1797748,34,10.20
run001,-1798056,34,10.20
run001,-1798308,34,10.20
run001,-1798574,34,10.20
run001,-1797188,35,10.50
run001,-1797328,35,10.50
run001,-1797412,35,10.50
run001,-1797706,35,10.50
run001,-1797734,35,10.50
run001,-1796810,36,10.80
run001,-1797426,36,10.80
run001,-1797538,36,10.80
run001,-1796782,37,11.11
run001,-1797902,37,11.11
run001,-1797132,38,11.41
run001,-1797244,38,11.41
run001,-1797384,38,11.41
run001,-1797566,38,11.41
run001,-1797608,38,11.41
run001,-1797720,38,11.41
run001,-1798812,38,11.41
run001,-1797048,39,11.70
run001,-1797594,39,11.70
run001,-1798826,39,11.70
run001,-1797860,40,12.00
run001,-1797874,40,12.00
run001,-1798112,40,12.00
run001,-1796978,41,12.30
run001,-1797230,41,12.30
run001,-1796880,42,12.60
run001,-1797174,42,12.60
run001,-1797622,42,12.60
run001,-1797034,44,13.21
run001,-1798630,45,13.50
run001,-1798700,45,13.50
run001,-1798854,46,13.80
run001,-1798602,47,14.11
run001,-1798658,47,14.11
run001,-1797678,48,14.41
run001,-1796894,49,14.70
run001,-1797482,50,15.00
run001,-1798042,50,15.00
run001,-1797468,51,15.30
run001,-1798504,54,16.20
run001,-1797986,57,17.10
run001,-1796992,59,17.71
run001,-1797510,60,18.01
run001,-1798014,60,18.01
run001,-1797146,62,18.60
run001,-1798336,65,19.50
run001,-1797062,84,25.20
run001,-1797552,143,42.91
run001,-1798798,167,50.10
run001,-1798756,171,51.30
