Step,AgentsRemaining,ConflictCount,VolunteerActions,ObstaclesRemaining,AvgDFF,AvgAFF
1,89,6,4,36,0.1236,0.0148
2,89,5,0,36,0.0261,0.0191
3,89,7,3,33,0.0058,0.0066
4,89,5,1,32,0.0013,0.0000
5,89,9,0,32,0.0003,0.0000
6,89,9,5,27,0.0001,0.0193
7,87,10,1,26,0.0000,0.0127
8,86,12,1,25,0.0000,0.0086
9,84,12,1,24,0.0000,0.0000
10,83,9,0,24,0.0000,0.0000
11,77,10,0,24,0.0000,0.0000
12,75,9,2,22,0.0000,0.0373
13,70,7,2,20,0.0000,0.0081
14,67,10,0,20,0.0000,0.0064
15,63,6,0,20,0.0000,0.0040
16,60,9,1,19,0.0000,0.0000
17,57,5,0,19,0.0000,0.0000
18,54,3,1,18,0.0000,0.0091
19,51,4,1,17,0.0000,0.0000
20,48,4,0,17,0.0000,0.0000
21,45,4,0,17,0.0000,0.0000
22,43,2,0,17,0.0000,0.0000
23,39,5,0,17,0.0000,0.0000
24,36,3,0,17,0.0000,0.0308
25,32,3,1,16,0.0000,0.0314
26,31,2,0,16,0.0000,0.0398
27,25,0,1,15,0.0000,0.0100
28,23,0,0,15,0.0000,0.0116
29,19,2,1,14,0.0000,0.0000
30,17,1,0,14,0.0000,0.0196
31,17,1,0,14,0.0000,0.0180
32,15,1,0,14,0.0000,0.0167
33,14,0,1,13,0.0000,0.0000
34,12,2,0,13,0.0000,0.0000
35,11,0,0,13,0.0000,0.0000
36,9,1,0,13,0.0000,0.0000
37,7,1,0,13,0.0000,0.0000
38,6,0,0,13,0.0000,0.0000
39,6,0,0,13,0.0000,0.0000
40,5,0,0,13,0.0000,0.0000
41,4,0,0,13,0.0000,0.0000
42,4,0,0,13,0.0000,0.0500
43,3,0,0,13,0.0000,0.0667
44,3,0,0,13,0.0000,0.0667
45,3,0,1,12,0.0000,0.0000
46,3,0,0,12,0.0000,0.0000
47,2,0,0,12,0.0000,0.0000
48,2,0,0,12,0.0000,0.0000
49,2,0,0,12,0.0000,0.0000
50,2,0,0,12,0.0000,0.0000
51,1,0,0,12,0.0000,0.0000
52,1,0,0,12,0.0000,0.0000
53,1,0,0,12,0.0000,0.0000
54,1,0,0,12,0.0000,0.0000
55,1,0,0,12,0.0000,0.0000
56,1,0,0,12,0.0000,0.0000
57,1,0,0,12,0.0000,0.0000
58,1,0,0,12,0.0000,0.0000
59,1,0,0,12,0.0000,0.0000
60,1,0,0,12,0.0000,0.0000
61,1,0,0,12,0.0000,0.0000
62,0,0,0,12,0.0000,0.0000
1,89,7,5,35,0.1250,0.0240
2,89,5,3,32,0.0256,0.0149
3,89,7,0,32,0.0055,0.0108
4,88,6,2,30,0.0012,0.0000
5,87,9,0,30,0.0003,0.0000
6,87,9,2,28,0.0001,0.0287
7,85,13,1,27,0.0000,0.0216
8,85,9,2,25,0.0000,0.0084
9,84,11,3,22,0.0000,0.0000
10,83,8,0,22,0.0000,0.0000
11,80,11,0,22,0.0000,0.0000
12,79,7,1,21,0.0000,0.0336
13,78,10,6,15,0.0000,0.0066
14,76,12,1,14,0.0000,0.0000
15,70,7,0,14,0.0000,0.0000
16,67,12,0,14,0.0000,0.0000
17,64,8,0,14,0.0000,0.0000
18,60,5,1,13,0.0000,0.0470
19,58,9,1,12,0.0000,0.0307
20,55,6,2,10,0.0000,0.0142
21,49,3,0,10,0.0000,0.0000
22,44,4,0,10,0.0000,0.0000
23,41,5,0,10,0.0000,0.0000
24,36,6,0,10,0.0000,0.0056
25,34,4,0,10,0.0000,0.0059
26,32,4,1,9,0.0000,0.0000
27,27,3,0,9,0.0000,0.0000
28,24,0,0,9,0.0000,0.0000
29,21,2,0,9,0.0000,0.0000
30,18,1,0,9,0.0000,0.0000
31,14,1,0,9,0.0000,0.0000
32,13,1,0,9,0.0000,0.0000
33,12,0,0,9,0.0000,0.0000
34,11,2,0,9,0.0000,0.0000
35,8,2,0,9,0.0000,0.0000
36,7,0,0,9,0.0000,0.0000
37,5,0,0,9,0.0000,0.0000
38,3,0,0,9,0.0000,0.0000
39,3,0,0,9,0.0000,0.0000
40,3,0,0,9,0.0000,0.0000
41,3,0,0,9,0.0000,0.0000
42,3,0,0,9,0.0000,0.0000
43,2,0,0,9,0.0000,0.0000
44,2,0,0,9,0.0000,0.0000
45,2,0,0,9,0.0000,0.0000
46,2,0,0,9,0.0000,0.0000
47,2,0,0,9,0.0000,0.0000
48,2,0,0,9,0.0000,0.0000
49,2,0,0,9,0.0000,0.0000
50,2,0,0,9,0.0000,0.0000
51,1,0,0,9,0.0000,0.0000
52,0,0,0,9,0.0000,0.0000
1,89,6,7,33,0.1236,0.0152
2,89,8,0,33,0.0250,0.0078
3,87,5,0,33,0.0057,0.0058
4,87,7,1,32,0.0012,0.0000
5,86,8,0,32,0.0003,0.0000
6,85,5,3,29,0.0001,0.0288
7,85,6,2,27,0.0000,0.0194
8,84,6,1,26,0.0000,0.0076
9,81,10,1,25,0.0000,0.0058
10,78,9,0,25,0.0000,0.0000
11,77,12,0,25,0.0000,0.0000
12,76,9,1,24,0.0000,0.0223
13,73,7,2,22,0.0000,0.0076
14,71,10,0,22,0.0000,0.0071
15,68,10,1,21,0.0000,0.0074
16,65,9,0,21,0.0000,0.0000
17,62,8,0,21,0.0000,0.0000
18,58,5,3,18,0.0000,0.0046
19,54,5,1,17,0.0000,0.0000
20,52,8,0,17,0.0000,0.0000
21,46,4,0,17,0.0000,0.0000
22,41,4,0,17,0.0000,0.0000
23,37,6,0,17,0.0000,0.0000
24,34,3,0,17,0.0000,0.0074
25,29,2,0,17,0.0000,0.0069
26,27,1,0,17,0.0000,0.0074
27,23,2,1,16,0.0000,0.0000
28,21,2,0,16,0.0000,0.0000
29,19,0,0,16,0.0000,0.0000
30,13,1,0,16,0.0000,0.0154
31,11,0,0,16,0.0000,0.0182
32,9,0,1,15,0.0000,0.0000
33,7,0,0,15,0.0000,0.0000
34,7,0,0,15,0.0000,0.0000
35,5,0,0,15,0.0000,0.0000
36,3,0,0,15,0.0000,0.0000
37,3,0,0,15,0.0000,0.0000
38,3,0,0,15,0.0000,0.0000
39,3,0,0,15,0.0000,0.0000
40,3,0,0,15,0.0000,0.0000
41,2,0,0,15,0.0000,0.0000
42,1,0,0,15,0.0000,0.0000
43,1,0,0,15,0.0000,0.0000
44,1,0,0,15,0.0000,0.0000
45,1,0,0,15,0.0000,0.0000
46,1,0,0,15,0.0000,0.0000
47,1,0,0,15,0.0000,0.0000
48,1,0,0,15,0.0000,0.0000
49,0,0,0,15,0.0000,0.0000
1,89,7,3,37,0.1236,0.0143
2,89,7,1,36,0.0244,0.0103
3,89,7,1,35,0.0055,0.0000
4,89,8,0,35,0.0012,0.0000
5,88,7,0,35,0.0003,0.0000
6,88,9,5,30,0.0001,0.0209
7,86,11,1,29,0.0000,0.0088
8,84,8,1,28,0.0000,0.0030
9,84,10,1,27,0.0000,0.0000
10,82,8,0,27,0.0000,0.0000
11,79,6,0,27,0.0000,0.0000
12,75,7,5,22,0.0000,0.0209
13,72,9,0,22,0.0000,0.0084
14,72,8,1,21,0.0000,0.0042
15,70,8,1,20,0.0000,0.0000
16,65,9,0,20,0.0000,0.0000
17,61,8,0,20,0.0000,0.0000
18,57,7,0,20,0.0000,0.0279
19,55,6,1,19,0.0000,0.0248
20,50,8,0,19,0.0000,0.0180
21,46,5,1,18,0.0000,0.0124
22,42,5,0,18,0.0000,0.0117
23,37,4,0,18,0.0000,0.0086
24,34,2,0,18,0.0000,0.0281
25,32,4,1,17,0.0000,0.0183
26,27,1,0,17,0.0000,0.0123
27,25,2,1,16,0.0000,0.0000
28,25,0,0,16,0.0000,0.0000
29,23,2,0,16,0.0000,0.0000
30,23,2,0,16,0.0000,0.0237
31,20,0,0,16,0.0000,0.0200
32,18,0,2,14,0.0000,0.0000
33,17,0,0,14,0.0000,0.0000
34,14,0,0,14,0.0000,0.0000
35,10,0,0,14,0.0000,0.0000
36,9,0,0,14,0.0000,0.0279
37,7,0,0,14,0.0000,0.0302
38,7,0,1,13,0.0000,0.0000
39,7,0,0,13,0.0000,0.0000
40,6,0,0,13,0.0000,0.0000
41,6,0,0,13,0.0000,0.0000
42,5,0,0,13,0.0000,0.0000
43,5,0,0,13,0.0000,0.0000
44,5,0,0,13,0.0000,0.0000
45,4,0,0,13,0.0000,0.0000
46,3,0,0,13,0.0000,0.0000
47,3,0,0,13,0.0000,0.0000
48,2,0,0,13,0.0000,0.0000
49,2,0,0,13,0.0000,0.0000
50,2,0,0,13,0.0000,0.0000
51,2,0,0,13,0.0000,0.0000
52,1,0,0,13,0.0000,0.0000
53,1,0,0,13,0.0000,0.0000
54,1,0,0,13,0.0000,0.0000
55,1,0,0,13,0.0000,0.0000
56,1,0,0,13,0.0000,0.0000
57,1,0,0,13,0.0000,0.0000
58,1,0,0,13,0.0000,0.0000
59,1,0,0,13,0.0000,0.0000
60,1,0,0,13,0.0000,0.0000
61,1,0,0,13,0.0000,0.0000
62,1,0,0,13,0.0000,0.0000
63,1,0,0,13,0.0000,0.0000
64,1,0,0,13,0.0000,0.0000
65,1,0,0,13,0.0000,0.0000
66,1,0,0,13,0.0000,0.0000
67,1,0,0,13,0.0000,0.0000
68,1,0,0,13,0.0000,0.0000
69,1,0,0,13,0.0000,0.0000
70,1,0,0,13,0.0000,0.0000
71,1,0,0,13,0.0000,0.0000
72,1,0,0,13,0.0000,0.0000
73,1,0,0,13,0.0000,0.0000
74,1,0,0,13,0.0000,0.0000
75,1,0,0,13,0.0000,0.0000
76,1,0,0,13,0.0000,0.0000
77,1,0,0,13,0.0000,0.0000
78,1,0,0,13,0.0000,0.0000
79,1,0,0,13,0.0000,0.0000
80,0,0,0,13,0.0000,0.0000
1,90,8,7,33,0.1250,0.0328
2,90,5,3,30,0.0253,0.0056
3,90,7,0,30,0.0057,0.0061
4,90,5,0,30,0.0013,0.0069
5,90,6,1,29,0.0003,0.0000
6,90,5,2,27,0.0001,0.0380
7,89,11,1,26,0.0000,0.0290
8,87,11,2,24,0.0000,0.0111
9,84,8,1,23,0.0000,0.0037
10,83,8,1,22,0.0000,0.0000
11,81,8,0,22,0.0000,0.0000
12,79,9,2,20,0.0000,0.0290
13,77,8,1,19,0.0000,0.0157
14,72,13,1,18,0.0000,0.0090
15,69,7,1,17,0.0000,0.0000
16,67,9,0,17,0.0000,0.0000
17,63,8,0,17,0.0000,0.0000
18,60,6,0,17,0.0000,0.0129
19,55,3,0,17,0.0000,0.0106
20,54,8,0,17,0.0000,0.0062
21,51,9,1,16,0.0000,0.0000
22,47,6,0,16,0.0000,0.0000
23,44,7,0,16,0.0000,0.0000
24,41,5,1,15,0.0000,0.0262
25,39,6,0,15,0.0000,0.0153
26,34,3,0,15,0.0000,0.0123
27,30,3,1,14,0.0000,0.0000
28,28,4,0,14,0.0000,0.0000
29,25,4,0,14,0.0000,0.0000
30,21,4,0,14,0.0000,0.0000
31,20,1,0,14,0.0000,0.0000
32,16,1,0,14,0.0000,0.0000
33,13,1,0,14,0.0000,0.0000
34,13,0,0,14,0.0000,0.0000
35,11,1,0,14,0.0000,0.0000
36,10,2,0,14,0.0000,0.0306
37,10,1,0,14,0.0000,0.0306
38,10,0,1,13,0.0000,0.0000
39,9,0,0,13,0.0000,0.0000
40,6,0,0,13,0.0000,0.0000
41,6,0,0,13,0.0000,0.0000
42,4,0,0,13,0.0000,0.0627
43,4,0,0,13,0.0000,0.0500
44,3,0,0,13,0.0000,0.0667
45,3,0,1,12,0.0000,0.0000
46,3,0,0,12,0.0000,0.0000
47,3,0,0,12,0.0000,0.0000
48,3,0,0,12,0.0000,0.0667
49,3,0,0,12,0.0000,0.0667
50,3,0,0,12,0.0000,0.0667
51,2,0,1,11,0.0000,0.0000
52,2,0,0,11,0.0000,0.0000
53,2,0,0,11,0.0000,0.0000
54,2,0,0,11,0.0000,0.0000
55,2,0,0,11,0.0000,0.0000
56,2,0,0,11,0.0000,0.0000
57,2,0,0,11,0.0000,0.0000
58,2,0,0,11,0.0000,0.0000
59,2,0,0,11,0.0000,0.0000
60,2,0,0,11,0.0000,0.0000
61,2,0,0,11,0.0000,0.0000
62,1,0,0,11,0.0000,0.0000
63,0,0,0,11,0.0000,0.0000
1,90,5,7,33,0.1236,0.0318
2,89,5,3,30,0.0261,0.0118
3,88,6,1,29,0.0058,0.0045
4,88,3,1,28,0.0013,0.0000
5,88,4,0,28,0.0003,0.0000
6,87,7,7,21,0.0001,0.0583
7,84,6,2,19,0.0000,0.0290
8,84,4,1,18,0.0000,0.0241
9,81,6,2,16,0.0000,0.0081
10,79,9,0,16,0.0000,0.0000
11,78,3,0,16,0.0000,0.0000
12,77,4,2,14,0.0000,0.0294
13,73,9,1,13,0.0000,0.0230
14,71,6,1,12,0.0000,0.0212
15,69,8,3,9,0.0000,0.0000
16,63,6,0,9,0.0000,0.0000
17,61,7,0,9,0.0000,0.0000
18,61,7,0,9,0.0000,0.0244
19,58,2,2,7,0.0000,0.0149
20,51,8,0,7,0.0000,0.0039
21,49,6,1,6,0.0000,0.0000
22,43,5,0,6,0.0000,0.0000
23,40,3,0,6,0.0000,0.0000
24,39,3,1,5,0.0000,0.0204
25,36,5,0,5,0.0000,0.0000
26,35,3,0,5,0.0000,0.0000
27,32,3,0,5,0.0000,0.0000
28,29,4,0,5,0.0000,0.0000
29,25,2,0,5,0.0000,0.0000
30,23,0,1,4,0.0000,0.0232
31,19,2,0,4,0.0000,0.0105
32,14,0,1,3,0.0000,0.0000
33,13,1,0,3,0.0000,0.0000
34,13,0,0,3,0.0000,0.0000
35,11,2,0,3,0.0000,0.0000
36,11,0,0,3,0.0000,0.0000
37,9,0,0,3,0.0000,0.0000
38,9,1,0,3,0.0000,0.0000
39,7,0,0,3,0.0000,0.0000
40,5,0,0,3,0.0000,0.0000
41,4,0,0,3,0.0000,0.0000
42,4,0,0,3,0.0000,0.0000
43,3,0,0,3,0.0000,0.0000
44,3,0,0,3,0.0000,0.0000
45,3,0,0,3,0.0000,0.0000
46,2,0,0,3,0.0000,0.0000
47,1,0,0,3,0.0000,0.0000
48,1,0,0,3,0.0000,0.0000
49,1,0,0,3,0.0000,0.0000
50,0,0,0,3,0.0000,0.0000
1,90,8,6,34,0.1250,0.0230
2,90,9,2,32,0.0259,0.0139
3,90,6,1,31,0.0057,0.0087
4,90,12,0,31,0.0013,0.0069
5,89,6,1,30,0.0003,0.0000
6,89,8,4,26,0.0001,0.0220
7,89,5,1,25,0.0000,0.0176
8,88,7,3,22,0.0000,0.0061
9,88,4,0,22,0.0000,0.0045
10,87,8,1,21,0.0000,0.0000
11,83,9,0,21,0.0000,0.0000
12,82,9,0,21,0.0000,0.0205
13,77,9,3,18,0.0000,0.0033
14,72,8,1,17,0.0000,0.0000
15,67,7,0,17,0.0000,0.0000
16,63,8,0,17,0.0000,0.0000
17,58,6,0,17,0.0000,0.0000
18,58,4,2,15,0.0000,0.0330
19,55,5,0,15,0.0000,0.0154
20,48,7,1,14,0.0000,0.0082
21,43,7,1,13,0.0000,0.0000
22,39,3,0,13,0.0000,0.0000
23,34,2,0,13,0.0000,0.0000
24,31,3,1,12,0.0000,0.0145
25,29,1,1,11,0.0000,0.0069
26,28,2,0,11,0.0000,0.0071
27,25,2,1,10,0.0000,0.0000
28,21,1,0,10,0.0000,0.0000
29,20,0,0,10,0.0000,0.0000
30,20,0,0,10,0.0000,0.0000
31,15,0,0,10,0.0000,0.0000
32,12,1,0,10,0.0000,0.0000
33,11,0,0,10,0.0000,0.0000
34,11,0,0,10,0.0000,0.0000
35,10,0,0,10,0.0000,0.0000
36,9,0,0,10,0.0000,0.0000
37,8,0,0,10,0.0000,0.0000
38,6,0,0,10,0.0000,0.0000
39,5,0,0,10,0.0000,0.0000
40,4,0,0,10,0.0000,0.0000
41,3,0,0,10,0.0000,0.0000
42,3,0,0,10,0.0000,0.0667
43,3,0,0,10,0.0000,0.0667
44,3,0,0,10,0.0000,0.0667
45,3,0,1,9,0.0000,0.0000
46,3,0,0,9,0.0000,0.0000
47,2,0,0,9,0.0000,0.0000
48,2,0,0,9,0.0000,0.0000
49,2,0,0,9,0.0000,0.0000
50,0,0,0,9,0.0000,0.0000
1,90,3,4,36,0.1250,0.0387
2,90,5,3,33,0.0252,0.0261
3,90,13,4,29,0.0054,0.0094
4,90,9,1,28,0.0012,0.0000
5,89,11,0,28,0.0003,0.0000
6,89,8,5,23,0.0001,0.0253
7,89,7,0,23,0.0000,0.0203
8,88,12,2,21,0.0000,0.0070
9,87,11,2,19,0.0000,0.0000
10,85,8,0,19,0.0000,0.0000
11,82,8,0,19,0.0000,0.0000
12,81,11,3,16,0.0000,0.0254
13,77,8,1,15,0.0000,0.0105
14,75,11,0,15,0.0000,0.0107
