Step,AgentsRemaining,ConflictCount,VolunteerActions,ObstaclesRemaining,AvgDFF,AvgAFF
1,89,6,4,36,0.1236,0.0148
2,89,5,0,36,0.0261,0.0191
3,89,7,3,33,0.0058,0.0066
4,89,5,1,32,0.0013,0.0000
5,89,9,0,32,0.0003,0.0000
6,89,9,5,27,0.0001,0.0193
7,87,10,1,26,0.0000,0.0127
8,86,12,1,25,0.0000,0.0086
9,84,12,1,24,0.0000,0.0000
10,83,9,0,24,0.0000,0.0000
11,77,10,0,24,0.0000,0.0000
12,75,9,2,22,0.0000,0.0373
13,70,7,2,20,0.0000,0.0081
14,67,10,0,20,0.0000,0.0064
15,63,6,0,20,0.0000,0.0040
16,60,9,1,19,0.0000,0.0000
17,57,5,0,19,0.0000,0.0000
18,54,3,1,18,0.0000,0.0091
19,51,4,1,17,0.0000,0.0000
20,48,4,0,17,0.0000,0.0000
21,45,4,0,17,0.0000,0.0000
22,43,2,0,17,0.0000,0.0000
23,39,5,0,17,0.0000,0.0000
24,36,3,0,17,0.0000,0.0308
25,32,3,1,16,0.0000,0.0314
26,31,2,0,16,0.0000,0.0398
27,25,0,1,15,0.0000,0.0100
28,23,0,0,15,0.0000,0.0116
29,19,2,1,14,0.0000,0.0000
30,17,1,0,14,0.0000,0.0196
31,17,1,0,14,0.0000,0.0180
32,15,1,0,14,0.0000,0.0167
33,14,0,1,13,0.0000,0.0000
34,12,2,0,13,0.0000,0.0000
35,11,0,0,13,0.0000,0.0000
36,9,1,0,13,0.0000,0.0000
37,7,1,0,13,0.0000,0.0000
38,6,0,0,13,0.0000,0.0000
39,6,0,0,13,0.0000,0.0000
40,5,0,0,13,0.0000,0.0000
41,4,0,0,13,0.0000,0.0000
42,4,0,0,13,0.0000,0.0500
43,3,0,0,13,0.0000,0.0667
44,3,0,0,13,0.0000,0.0667
45,3,0,1,12,0.0000,0.0000
46,3,0,0,12,0.0000,0.0000
47,2,0,0,12,0.0000,0.0000
48,2,0,0,12,0.0000,0.0000
49,2,0,0,12,0.0000,0.0000
50,2,0,0,12,0.0000,0.0000
51,1,0,0,12,0.0000,0.0000
52,1,0,0,12,0.0000,0.0000
53,1,0,0,12,0.0000,0.0000
54,1,0,0,12,0.0000,0.0000
55,1,0,0,12,0.0000,0.0000
56,1,0,0,12,0.0000,0.0000
57,1,0,0,12,0.0000,0.0000
58,1,0,0,12,0.0000,0.0000
59,1,0,0,12,0.0000,0.0000
60,1,0,0,12,0.0000,0.0000
61,1,0,0,12,0.0000,0.0000
62,0,0,0,12,0.0000,0.0000
1,89,7,5,35,0.1250,0.0240
2,89,5,3,32,0.0256,0.0149
3,89,7,0,32,0.0055,0.0108
4,88,6,2,30,0.0012,0.0000
5,87,9,0,30,0.0003,0.0000
6,87,9,2,28,0.0001,0.0287
7,85,13,1,27,0.0000,0.0216
8,85,9,2,25,0.0000,0.0084
9,84,11,3,22,0.0000,0.0000
10,83,8,0,22,0.0000,0.0000
11,80,11,0,22,0.0000,0.0000
12,79,7,1,21,0.0000,0.0336
13,78,10,6,15,0.0000,0.0066
14,76,12,1,14,0.0000,0.0000
15,70,7,0,14,0.0000,0.0000
16,67,12,0,14,0.0000,0.0000
17,64,8,0,14,0.0000,0.0000
18,60,5,1,13,0.0000,0.0470
19,58,9,1,12,0.0000,0.0307
20,55,6,2,10,0.0000,0.0142
21,49,3,0,10,0.0000,0.0000
22,44,4,0,10,0.0000,0.0000
23,41,5,0,10,0.0000,0.0000
24,36,6,0,10,0.0000,0.0056
25,34,4,0,10,0.0000,0.0059
26,32,4,1,9,0.0000,0.0000
27,27,3,0,9,0.0000,0.0000
28,24,0,0,9,0.0000,0.0000
29,21,2,0,9,0.0000,0.0000
30,18,1,0,9,0.0000,0.0000
31,14,1,0,9,0.0000,0.0000
32,13,1,0,9,0.0000,0.0000
33,12,0,0,9,0.0000,0.0000
34,11,2,0,9,0.0000,0.0000
35,8,2,0,9,0.0000,0.0000
36,7,0,0,9,0.0000,0.0000
37,5,0,0,9,0.0000,0.0000
38,3,0,0,9,0.0000,0.0000
39,3,0,0,9,0.0000,0.0000
40,3,0,0,9,0.0000,0.0000
41,3,0,0,9,0.0000,0.0000
42,3,0,0,9,0.0000,0.0000
43,2,0,0,9,0.0000,0.0000
44,2,0,0,9,0.0000,0.0000
45,2,0,0,9,0.0000,0.0000
46,2,0,0,9,0.0000,0.0000
47,2,0,0,9,0.0000,0.0000
48,2,0,0,9,0.0000,0.0000
49,2,0,0,9,0.0000,0.0000
50,2,0,0,9,0.0000,0.0000
51,1,0,0,9,0.0000,0.0000
52,0,0,0,9,0.0000,0.0000
1,89,6,7,33,0.1236,0.0152
2,89,8,0,33,0.0250,0.0078
3,87,5,0,33,0.0057,0.0058
4,87,7,1,32,0.0012,0.0000
5,86,8,0,32,0.0003,0.0000
6,85,5,3,29,0.0001,0.0288
7,85,6,2,27,0.0000,0.0194
8,84,6,1,26,0.0000,0.0076
9,81,10,1,25,0.0000,0.0058
10,78,9,0,25,0.0000,0.0000
11,77,12,0,25,0.0000,0.0000
12,76,9,1,24,0.0000,0.0223
13,73,7,2,22,0.0000,0.0076
14,71,10,0,22,0.0000,0.0071
15,68,10,1,21,0.0000,0.0074
16,65,9,0,21,0.0000,0.0000
17,62,8,0,21,0.0000,0.0000
18,58,5,3,18,0.0000,0.0046
19,54,5,1,17,0.0000,0.0000
20,52,8,0,17,0.0000,0.0000
21,46,4,0,17,0.0000,0.0000
22,41,4,0,17,0.0000,0.0000
23,37,6,0,17,0.0000,0.0000
24,34,3,0,17,0.0000,0.0074
25,29,2,0,17,0.0000,0.0069
26,27,1,0,17,0.0000,0.0074
27,23,2,1,16,0.0000,0.0000
28,21,2,0,16,0.0000,0.0000
29,19,0,0,16,0.0000,0.0000
30,13,1,0,16,0.0000,0.0154
31,11,0,0,16,0.0000,0.0182
32,9,0,1,15,0.0000,0.0000
33,7,0,0,15,0.0000,0.0000
34,7,0,0,15,0.0000,0.0000
35,5,0,0,15,0.0000,0.0000
36,3,0,0,15,0.0000,0.0000
37,3,0,0,15,0.0000,0.0000
38,3,0,0,15,0.0000,0.0000
39,3,0,0,15,0.0000,0.0000
40,3,0,0,15,0.0000,0.0000
41,2,0,0,15,0.0000,0.0000
42,1,0,0,15,0.0000,0.0000
43,1,0,0,15,0.0000,0.0000
44,1,0,0,15,0.0000,0.0000
45,1,0,0,15,0.0000,0.0000
46,1,0,0,15,0.0000,0.0000
47,1,0,0,15,0.0000,0.0000
48,1,0,0,15,0.0000,0.0000
49,0,0,0,15,0.0000,0.0000
