RunID,AgentID,EvacuationStep,EvacuationTime
run001,-1462084,2,0.60
run001,-1461440,8,2.41
run001,-1461608,8,2.41
run001,-1461650,9,2.70
run001,-1461160,10,3.00
run001,-1461468,10,3.00
run001,-1461034,11,3.30
run001,-1461216,12,3.60
run001,-1461328,12,3.60
run001,-1461804,12,3.60
run001,-1461846,12,3.60
run001,-1462042,12,3.60
run001,-1462154,12,3.60
run001,-1461594,13,3.90
run001,-1461790,13,3.90
run001,-1461342,14,4.20
run001,-1461496,14,4.20
run001,-1461524,14,4.20
run001,-1461580,14,4.20
run001,-1461692,14,4.20
run001,-1461188,15,4.50
run001,-1461286,15,4.50
run001,-1462168,15,4.50
run001,-1461062,16,4.80
run001,-1461356,16,4.80
run001,-1461426,16,4.80
run001,-1462014,16,4.80
run001,-1461888,17,5.10
run001,-1461944,17,5.10
run001,-1462224,17,5.10
run001,-1461230,18,5.40
run001,-1461818,18,5.40
run001,-1461958,18,5.40
run001,-1461860,19,5.71
run001,-1461902,19,5.71
run001,-1461972,19,5.71
run001,-1461314,20,6.00
run001,-1461482,20,6.00
run001,-1461706,20,6.00
run001,-1461636,21,6.30
run001,-1461874,21,6.30
run001,-1462210,21,6.30
run001,-1461146,22,6.60
run001,-1462056,22,6.60
run001,-1462196,22,6.60
run001,-1461090,23,6.90
run001,-1461202,23,6.90
run001,-1461048,24,7.20
run001,-1461076,24,7.20
run001,-1461720,24,7.20
run001,-1461916,24,7.20
run001,-1461412,25,7.50
run001,-1461930,25,7.50
run001,-1462126,25,7.50
run001,-1461244,26,7.81
run001,-1461384,26,7.81
run001,-1461538,26,7.81
run001,-1461664,26,7.81
run001,-1461454,27,8.10
run001,-1461174,28,8.40
run001,-1461272,28,8.40
run001,-1461748,28,8.40
run001,-1461776,28,8.40
run001,-1462000,28,8.40
run001,-1462140,28,8.40
run001,-1461762,29,8.71
run001,-1462098,29,8.71
run001,-1461370,30,9.00
run001,-1461552,30,9.00
run001,-1461622,30,9.00
run001,-1462182,30,9.00
run001,-1461132,31,9.30
run001,-1462070,31,9.30
run001,-1460978,33,9.90
run001,-1461678,33,9.90
run001,-1461104,34,10.20
run001,-1461118,35,10.50
run001,-1461300,35,10.50
run001,-1461006,36,10.80
run001,-1461510,37,11.10
run001,-1461734,37,11.10
run001,-1461258,38,11.40
run001,-1461832,38,11.40
run001,-1461020,39,11.70
run001,-1461566,41,12.31
run001,-1462028,42,12.60
run001,-1462112,44,13.20
run001,-1461398,48,14.40
run001,-1461986,52,15.60
