RunID,AgentID,EvacuationStep,EvacuationTime
run001,-3096,2,0.60
run001,-3544,2,0.60
run001,-3530,6,1.80
run001,-3404,9,2.70
run001,-3488,10,3.00
run001,-3712,10,3.00
run001,-3684,11,3.30
run001,-2872,12,3.61
run001,-3936,12,3.61
run001,-2942,13,3.90
run001,-3138,13,3.90
run001,-3124,14,4.21
run001,-3208,14,4.21
run001,-4048,14,4.21
run001,-3026,15,4.50
run001,-3222,15,4.50
run001,-3236,15,4.50
run001,-3446,15,4.50
run001,-3250,16,4.81
run001,-3306,16,4.81
run001,-3656,16,4.81
run001,-3992,16,4.81
run001,-2844,17,5.11
run001,-2956,17,5.11
run001,-2998,17,5.11
run001,-3110,17,5.11
run001,-4006,17,5.11
run001,-3502,18,5.41
run001,-3614,18,5.41
run001,-3768,18,5.41
run001,-3040,19,5.70
run001,-3600,19,5.70
run001,-3894,19,5.70
run001,-3964,19,5.70
run001,-4034,19,5.70
run001,-3348,20,6.00
run001,-3908,20,6.00
run001,-3922,20,6.00
run001,-3950,20,6.00
run001,-2900,21,6.30
run001,-3726,21,6.30
run001,-3166,22,6.60
run001,-3292,22,6.60
run001,-3362,22,6.60
run001,-3642,22,6.60
run001,-3866,22,6.60
run001,-3978,22,6.60
run001,-3012,23,6.90
run001,-3068,23,6.90
run001,-3572,23,6.90
run001,-3810,23,6.90
run001,-3432,24,7.21
run001,-3558,24,7.21
run001,-3698,24,7.21
run001,-4076,24,7.21
run001,-3194,25,7.51
run001,-3852,25,7.51
run001,-4062,25,7.51
run001,-3334,26,7.80
run001,-3418,26,7.80
run001,-3460,26,7.80
run001,-2886,27,8.10
run001,-3516,27,8.10
run001,-3796,27,8.10
run001,-4020,27,8.10
run001,-2984,28,8.41
run001,-2970,29,8.70
run001,-3586,29,8.70
run001,-3754,31,9.30
run001,-3782,31,9.30
run001,-2928,32,9.60
run001,-3152,32,9.60
run001,-2914,33,9.91
run001,-3180,33,9.91
run001,-3320,33,9.91
run001,-3054,34,10.20
run001,-3082,34,10.20
run001,-3474,34,10.20
run001,-3740,34,10.20
run001,-3824,35,10.51
run001,-2858,36,10.81
run001,-3880,36,10.81
run001,-3838,37,11.10
run001,-3390,38,11.40
run001,-3278,40,12.00
run001,-3670,42,12.61
run001,-3376,43,12.90
run001,-3628,45,13.50
run001,-3264,46,13.80
