RunID,AgentID,EvacuationStep,EvacuationTime
run001,-1598154,2,0.60
run001,-1598672,2,0.60
run001,-1598686,2,0.60
run001,-1598140,3,0.90
run001,-1597706,4,1.20
run001,-1598658,4,1.20
run001,-1598952,4,1.20
run001,-1597622,6,1.80
run001,-1597860,6,1.80
run001,-1597846,7,2.10
run001,-1598210,7,2.10
run001,-1598350,7,2.10
run001,-1598224,8,2.41
run001,-1598756,8,2.41
run001,-1598518,9,2.70
run001,-1597496,10,3.00
run001,-1597608,10,3.00
run001,-1598014,11,3.31
run001,-1598770,11,3.31
run001,-1597006,12,3.61
run001,-1597328,12,3.61
run001,-1598070,12,3.61
run001,-1597916,13,3.90
run001,-1597076,14,4.20
run001,-1597174,14,4.20
run001,-1599008,14,4.20
run001,-1596964,15,4.50
run001,-1598336,15,4.50
run001,-1598378,15,4.50
run001,-1598476,15,4.50
run001,-1598532,15,4.50
run001,-1598392,16,4.80
run001,-1598630,16,4.80
run001,-1598028,17,5.11
run001,-1598182,17,5.11
run001,-1597342,18,5.41
run001,-1598294,18,5.41
run001,-1598434,18,5.41
run001,-1598644,18,5.41
run001,-1596950,19,5.71
run001,-1597048,19,5.71
run001,-1597146,19,5.71
run001,-1597902,19,5.71
run001,-1597314,20,6.00
run001,-1598112,20,6.00
run001,-1598420,20,6.00
run001,-1597104,21,6.31
run001,-1597384,21,6.31
run001,-1598084,21,6.31
run001,-1596992,22,6.60
run001,-1598042,22,6.60
run001,-1598406,22,6.60
run001,-1598560,22,6.60
run001,-1598826,22,6.60
run001,-1598938,22,6.60
run001,-1597790,23,6.90
run001,-1598238,23,6.90
run001,-1597580,24,7.20
run001,-1597678,24,7.20
run001,-1598000,24,7.20
run001,-1598196,24,7.20
run001,-1598700,24,7.20
run001,-1597300,25,7.50
run001,-1597804,25,7.50
run001,-1598168,25,7.50
run001,-1597440,26,7.80
run001,-1598882,26,7.80
run001,-1597986,27,8.10
run001,-1598574,27,8.10
run001,-1598714,27,8.10
run001,-1598742,27,8.10
run001,-1598868,27,8.10
run001,-1597482,28,8.41
run001,-1597636,28,8.41
run001,-1597762,28,8.41
run001,-1598616,28,8.41
run001,-1598910,28,8.41
run001,-1597118,29,8.71
run001,-1597370,29,8.71
run001,-1597468,29,8.71
run001,-1598126,29,8.71
run001,-1598448,29,8.71
run001,-1597062,30,9.00
run001,-1597818,30,9.00
run001,-1598504,30,9.00
run001,-1598812,30,9.00
run001,-1597538,31,9.31
run001,-1597566,31,9.31
run001,-1597664,31,9.31
run001,-1597874,31,9.31
run001,-1598588,31,9.31
run001,-1598784,31,9.31
run001,-1597090,32,9.60
run001,-1597230,32,9.60
run001,-1597412,32,9.60
run001,-1597720,32,9.60
run001,-1598854,32,9.60
run001,-1597776,33,9.90
run001,-1597930,33,9.90
run001,-1597958,33,9.90
run001,-1598098,33,9.90
run001,-1597132,34,10.21
run001,-1597202,34,10.21
run001,-1597888,34,10.21
run001,-1598280,35,10.50
run001,-1598840,35,10.50
run001,-1597454,36,10.80
run001,-1598966,36,10.80
run001,-1597272,37,11.10
run001,-1597426,37,11.10
run001,-1597650,37,11.10
run001,-1599022,37,11.10
run001,-1597258,38,11.41
run001,-1598056,38,11.41
run001,-1598266,38,11.41
run001,-1598546,38,11.41
run001,-1597160,39,11.71
run001,-1597594,39,11.71
run001,-1597944,39,11.71
run001,-1597692,40,12.01
run001,-1598602,40,12.01
run001,-1598924,40,12.01
run001,-1597244,41,12.31
run001,-1598490,41,12.31
run001,-1597510,42,12.60
run001,-1597034,43,12.90
run001,-1597734,43,12.90
run001,-1598252,43,12.90
run001,-1598364,43,12.90
run001,-1596978,44,13.21
run001,-1597020,44,13.21
run001,-1597356,44,13.21
run001,-1597832,44,13.21
run001,-1597398,45,13.50
run001,-1597524,45,13.50
run001,-1597972,45,13.50
run001,-1598322,45,13.50
run001,-1597748,46,13.80
run001,-1598462,46,13.80
run001,-1598728,46,13.80
run001,-1598308,47,14.10
run001,-1598994,47,14.10
run001,-1597216,48,14.40
run001,-1598980,48,14.40
run001,-1599036,48,14.40
run001,-1598798,51,15.30
run001,-1597286,56,16.81
run001,-1597552,57,17.10
run001,-1597188,71,21.31
run001,-1599842,2,0.60
run001,-1600626,5,1.50
run001,-1599786,6,1.81
run001,-1600038,6,1.81
run001,-1601620,6,1.81
run001,-1600052,7,2.10
run001,-1600206,7,2.10
run001,-1601326,8,2.41
run001,-1601340,9,2.71
run001,-1599884,10,3.01
run001,-1600640,10,3.01
run001,-1601634,10,3.01
run001,-1601452,11,3.30
run001,-1601592,11,3.30
run001,-1600136,12,3.60
run001,-1600164,12,3.60
run001,-1600612,12,3.60
run001,-1601046,12,3.60
run001,-1600570,13,3.90
run001,-1601382,13,3.90
run001,-1599870,14,4.21
run001,-1600500,14,4.21
run001,-1600668,14,4.21
run001,-1600906,14,4.21
run001,-1601242,14,4.21
run001,-1599828,15,4.50
run001,-1600514,15,4.50
run001,-1600696,15,4.50
run001,-1600850,15,4.50
run001,-1601508,15,4.50
run001,-1599590,16,4.81
run001,-1599814,16,4.81
run001,-1600122,16,4.81
run001,-1601060,16,4.81
run001,-1600934,17,5.10
run001,-1601186,17,5.10
run001,-1599800,18,5.40
run001,-1600248,18,5.40
run001,-1600472,18,5.40
run001,-1601676,18,5.40
run001,-1600234,19,5.70
run001,-1600402,19,5.70
run001,-1600682,19,5.70
run001,-1600766,19,5.70
run001,-1600920,19,5.70
run001,-1601424,19,5.70
run001,-1601578,19,5.70
run001,-1599716,20,6.00
run001,-1600094,20,6.00
run001,-1600262,20,6.00
run001,-1600290,20,6.00
