Step,AgentsRemaining,ConflictCount,VolunteerActions,ObstaclesRemaining,AvgDFF,AvgAFF
1,147,15,6,74,0.1207,0.0255
2,146,20,2,72,0.0223,0.0167
3,143,16,3,69,0.0046,0.0000
4,143,19,0,69,0.0010,0.0000
5,141,17,0,69,0.0002,0.0000
6,138,16,11,58,0.0000,0.0126
7,136,21,4,54,0.0000,0.0000
8,135,22,0,54,0.0000,0.0000
9,133,18,0,54,0.0000,0.0000
10,131,21,0,54,0.0000,0.0000
11,128,19,0,54,0.0000,0.0000
12,127,18,6,48,0.0000,0.0515
13,124,18,1,47,0.0000,0.0473
14,119,23,5,42,0.0000,0.0255
15,117,20,1,41,0.0000,0.0000
16,115,14,0,41,0.0000,0.0000
17,111,16,0,41,0.0000,0.0000
18,107,20,0,41,0.0000,0.0321
19,104,16,1,40,0.0000,0.0224
20,101,22,1,39,0.0000,0.0163
21,95,16,4,35,0.0000,0.0000
22,93,17,0,35,0.0000,0.0000
23,88,17,0,35,0.0000,0.0000
24,85,17,0,35,0.0000,0.0166
25,83,16,0,35,0.0000,0.0176
26,78,15,0,35,0.0000,0.0182
27,73,15,1,34,0.0000,0.0107
28,68,13,1,33,0.0000,0.0000
29,64,11,0,33,0.0000,0.0000
30,58,7,3,30,0.0000,0.0362
31,53,10,1,29,0.0000,0.0038
32,49,8,1,28,0.0000,0.0000
33,46,6,0,28,0.0000,0.0000
34,44,8,0,28,0.0000,0.0000
35,42,6,0,28,0.0000,0.0000
36,38,7,0,28,0.0000,0.0133
37,34,5,0,28,0.0000,0.0137
38,31,6,1,27,0.0000,0.0065
39,28,7,1,26,0.0000,0.0000
40,26,4,0,26,0.0000,0.0000
41,25,2,0,26,0.0000,0.0000
42,21,2,0,26,0.0000,0.0095
43,17,0,0,26,0.0000,0.0118
44,13,0,0,26,0.0000,0.0154
45,10,0,1,25,0.0000,0.0000
46,8,0,0,25,0.0000,0.0000
47,5,0,0,25,0.0000,0.0000
48,5,0,0,25,0.0000,0.0800
49,5,0,0,25,0.0000,0.0800
50,4,0,1,24,0.0000,0.0627
51,4,0,1,23,0.0000,0.0000
52,4,0,0,23,0.0000,0.0000
53,4,0,0,23,0.0000,0.0000
54,4,0,0,23,0.0000,0.0500
55,3,0,0,23,0.0000,0.0667
56,2,0,0,23,0.0000,0.1000
57,2,0,1,22,0.0000,0.0000
58,2,0,0,22,0.0000,0.0000
59,2,0,0,22,0.0000,0.0000
60,2,0,0,22,0.0000,0.1000
61,2,0,1,21,0.0000,0.0000
62,2,0,0,21,0.0000,0.0000
63,2,0,0,21,0.0000,0.0000
64,2,0,0,21,0.0000,0.0000
65,2,0,0,21,0.0000,0.0000
66,2,0,0,21,0.0000,0.1000
67,2,0,0,21,0.0000,0.1000
68,2,0,0,21,0.0000,0.1000
69,2,0,1,20,0.0000,0.0000
70,1,0,0,20,0.0000,0.0000
71,1,0,0,20,0.0000,0.0000
72,1,0,0,20,0.0000,0.0000
73,1,0,0,20,0.0000,0.0000
74,1,0,0,20,0.0000,0.0000
75,1,0,0,20,0.0000,0.0000
76,1,0,0,20,0.0000,0.0000
77,1,0,0,20,0.0000,0.0000
78,1,0,0,20,0.0000,0.0000
79,1,0,0,20,0.0000,0.0000
80,1,0,0,20,0.0000,0.0000
81,1,0,0,20,0.0000,0.0000
82,1,0,0,20,0.0000,0.0000
83,1,0,0,20,0.0000,0.0000
84,1,0,0,20,0.0000,0.0000
85,1,0,0,20,0.0000,0.0000
86,1,0,0,20,0.0000,0.0000
87,1,0,0,20,0.0000,0.0000
88,1,0,0,20,0.0000,0.0000
89,1,0,0,20,0.0000,0.0000
90,1,0,0,20,0.0000,0.0000
91,1,0,0,20,0.0000,0.0000
92,1,0,0,20,0.0000,0.0000
93,1,0,0,20,0.0000,0.0000
94,1,0,0,20,0.0000,0.0000
95,1,0,0,20,0.0000,0.0000
96,0,0,0,20,0.0000,0.0000
1,149,17,14,66,0.1191,0.0107
2,149,16,2,64,0.0230,0.0000
3,149,16,0,64,0.0046,0.0000
4,148,19,0,64,0.0010,0.0000
5,145,20,0,64,0.0002,0.0000
6,143,19,6,58,0.0000,0.0172
7,142,18,0,58,0.0000,0.0136
8,141,20,2,56,0.0000,0.0036
9,138,19,1,55,0.0000,0.0000
10,136,18,0,55,0.0000,0.0000
11,132,19,0,55,0.0000,0.0000
12,130,18,6,49,0.0000,0.0000
13,125,21,0,49,0.0000,0.0000
14,120,20,0,49,0.0000,0.0000
15,116,20,0,49,0.0000,0.0000
16,114,18,0,49,0.0000,0.0000
17,110,21,0,49,0.0000,0.0000
18,103,19,6,43,0.0000,0.0232
19,98,16,3,40,0.0000,0.0031
20,95,20,1,39,0.0000,0.0000
21,92,16,0,39,0.0000,0.0000
22,88,13,0,39,0.0000,0.0000
23,86,16,0,39,0.0000,0.0000
24,81,16,1,38,0.0000,0.0227
25,76,14,0,38,0.0000,0.0133
26,72,10,1,37,0.0000,0.0083
27,68,9,1,36,0.0000,0.0049
28,62,7,1,35,0.0000,0.0000
29,58,7,0,35,0.0000,0.0000
30,55,7,1,34,0.0000,0.0546
31,51,5,1,33,0.0000,0.0373
32,49,6,2,31,0.0000,0.0186
33,44,5,2,29,0.0000,0.0000
34,42,5,0,29,0.0000,0.0000
35,38,8,0,29,0.0000,0.0000
36,35,4,0,29,0.0000,0.0367
37,31,4,0,29,0.0000,0.0400
38,28,4,0,29,0.0000,0.0322
39,25,2,2,27,0.0000,0.0000
40,23,2,0,27,0.0000,0.0000
41,21,2,0,27,0.0000,0.0000
42,19,0,0,27,0.0000,0.0105
43,17,0,1,26,0.0000,0.0000
44,12,2,0,26,0.0000,0.0000
45,12,1,0,26,0.0000,0.0000
46,12,1,0,26,0.0000,0.0000
47,10,1,0,26,0.0000,0.0000
48,8,0,0,26,0.0000,0.0690
49,8,1,0,26,0.0000,0.0455
50,7,1,1,25,0.0000,0.0000
51,6,0,0,25,0.0000,0.0000
52,5,1,0,25,0.0000,0.0000
53,4,0,0,25,0.0000,0.0000
54,4,0,0,25,0.0000,0.0000
55,4,0,0,25,0.0000,0.0000
56,3,0,0,25,0.0000,0.0000
57,3,0,0,25,0.0000,0.0000
58,3,1,0,25,0.0000,0.0000
59,3,0,0,25,0.0000,0.0000
60,2,0,0,25,0.0000,0.0000
61,2,0,0,25,0.0000,0.0000
62,2,0,0,25,0.0000,0.0000
63,1,0,0,25,0.0000,0.0000
64,1,0,0,25,0.0000,0.0000
65,1,0,0,25,0.0000,0.0000
66,1,0,0,25,0.0000,0.0000
