RunID,AgentID,EvacuationStep,EvacuationTime
run001,-8560,7,2.10
run001,-8714,7,2.10
run001,-8238,8,2.40
run001,-8056,9,2.70
run001,-8154,9,2.70
run001,-7832,10,3.00
run001,-8084,10,3.00
run001,-7650,11,3.30
run001,-7972,11,3.30
run001,-8224,12,3.60
run001,-8378,12,3.60
run001,-7944,13,3.90
run001,-8140,13,3.90
run001,-7888,14,4.20
run001,-7986,14,4.20
run001,-8350,14,4.20
run001,-8420,14,4.20
run001,-8686,14,4.20
run001,-7860,15,4.50
run001,-8518,15,4.50
run001,-8546,15,4.50
run001,-8588,15,4.50
run001,-8868,15,4.50
run001,-8042,16,4.80
run001,-8504,16,4.80
run001,-7720,17,5.10
run001,-8000,17,5.10
run001,-8392,17,5.10
run001,-8434,17,5.10
run001,-7734,18,5.40
run001,-7874,18,5.40
run001,-8784,18,5.40
run001,-7902,19,5.70
run001,-7762,20,6.00
run001,-8014,20,6.00
run001,-8728,20,6.00
run001,-8070,21,6.30
run001,-8532,21,6.30
run001,-8602,21,6.30
run001,-7706,22,6.60
run001,-8742,22,6.60
run001,-8756,22,6.60
run001,-7692,23,6.91
run001,-8406,23,6.91
run001,-8630,23,6.91
run001,-8826,23,6.91
run001,-7846,24,7.20
run001,-8196,24,7.20
run001,-8672,24,7.20
run001,-8812,24,7.20
run001,-8294,25,7.50
run001,-8364,25,7.50
run001,-8308,26,7.80
run001,-7636,27,8.10
run001,-8252,27,8.10
run001,-8280,27,8.10
run001,-8266,28,8.40
run001,-8476,28,8.40
run001,-8490,29,8.70
run001,-8616,29,8.70
run001,-8126,30,9.00
run001,-8644,30,9.00
run001,-8658,30,9.00
run001,-8770,30,9.00
run001,-7678,32,9.60
run001,-7818,32,9.60
run001,-7958,32,9.60
run001,-7776,33,9.90
run001,-7916,33,9.90
run001,-8854,33,9.90
run001,-7622,34,10.20
run001,-8462,34,10.20
run001,-7790,35,10.50
run001,-7804,35,10.50
run001,-8028,35,10.50
run001,-8574,35,10.50
run001,-8700,35,10.50
run001,-8448,36,10.80
run001,-8098,37,11.10
run001,-8168,38,11.40
run001,-8322,38,11.40
run001,-8336,38,11.40
run001,-7664,39,11.70
run001,-8210,40,12.00
run001,-7748,41,12.30
run001,-8182,42,12.60
run001,-8798,43,12.90
run001,-7930,47,14.10
run001,-8112,47,14.10
